cole_cod_dane_sede_encoded,cole_cod_dane_sede
284.6832736886583,115001000430
244.87648007804603,115407000015
244.1365025278537,315480000341
268.11781833591346,215806000236
240.11358740102312,215047000153
341.8211555502797,315238000166
273.0663460098229,115759000406
264.93781453586723,115204000176
244.09872448142528,215180000174
233.42586350752782,115368000151
263.45343166330474,115667000027
258.41373932171854,315001001893
261.37622576350645,315215000029
295.637783038961,315001000030
273.7950435738253,315001000145
311.06992223339176,115001000057
304.6189725050024,315238000026
258.739249582409,115835000011
276.80342965186117,115759000278
266.4574479083946,115087000011
256.4521162002395,115367000017
245.64561002348947,315238000476
254.25967738233314,115542000025
220.1710376244622,315176001097
242.5352916485768,315001003516
305.57211531451554,315238000158
237.09605435000532,115183000022
248.614649505517,115814000011
261.2993208451811,115837000256
292.1726864879881,115001002017
256.5528151610253,115047000019
311.06992223339176,115001000057
249.4574099735554,115425000014
262.9353399114617,115176000041
305.57211531451554,315238000158
264.96898061080515,115759000490
227.29149114226902,315681000331
240.2827074213326,215837000307
220.4359830517934,215572000938
262.81807892798986,115244000012
236.94787639235167,115572000348
250.65421432540842,115189000148
304.20470642925494,115238001813
264.23423924593516,115753000013
241.77040156830105,115572000011
368.73029161884006,315001001842
247.11196233576837,115332000294
272.4353610274575,115516000025
275.20990947430056,115238000698
250.5956670437069,115322000024
257.3780192795183,115790000031
254.6511859424656,115861000011
284.6832736886583,115001000430
244.8351698417423,115572000321
268.304979716805,115001000065
256.38018813625536,115514000249
273.0663460098229,115759000406
266.2205413340051,115001000367
262.9353399114617,115176000041
235.17652628644797,115676000013
289.12892348866,115759001887
324.00124442995576,315759002670
237.285927401461,115001001142
256.80535880358724,115763000291
266.49639224432207,115299000011
256.38018813625536,115514000249
305.57211531451554,315238000158
264.0349370877173,115276000014
287.83143050860866,215759000907
272.34831224211285,315176000016
257.79600482301794,415238001664
262.9353399114617,115176000041
275.20990947430056,115238000698
266.2205413340051,115001000367
250.1017920086579,415676000157
272.4353610274575,115516000025
282.4337505697809,315001002237
284.6832736886583,115001000430
295.637783038961,315001000030
220.4359830517934,215572000938
289.12892348866,115759001887
243.2077729241119,215599000123
311.06992223339176,115001000057
275.92895250248506,315001001907
368.73029161884006,315001001842
251.44019631609257,115810000220
224.03621176413608,115572000062
321.27561288175326,315759000111
281.89613222065,115693000035
297.2606589064103,315176000067
273.7624940886601,115759000279
255.98690412463648,215759001768
236.94787639235167,115572000348
255.08131073572451,115317000016
262.9353399114617,115176000041
275.92895250248506,315001001907
266.49639224432207,115299000011
237.00894483147923,215580000041
265.42704293917745,115226000056
249.87927219785306,115176000084
250.43105211542658,115757000395
267.8015816303309,115820000023
266.2205413340051,115001000367
244.1365025278537,315480000341
311.06992223339176,115001000057
261.8920203602187,115491000017
266.49639224432207,115299000011
246.60208197749262,115686000011
255.67578516187504,115646000019
262.09251759241675,115764000082
267.8015816303309,115820000023
247.47574057500657,115218000209
247.3764476229071,215244000131
249.4574099735554,115425000014
279.13376887537544,215176000101
299.91131564489694,115238000132
264.96898061080515,115759000490
267.5087701277394,115001002807
254.6511859424656,115861000011
273.7624940886601,115759000279
311.06992223339176,115001000057
255.67578516187504,115646000019
224.03621176413608,115572000062
252.73320215061761,115248000017
305.57211531451554,315238000158
249.87927219785306,115176000084
295.637783038961,315001000030
239.03508390662222,115466000151
273.0663460098229,115759000406
295.637783038961,315001000030
238.6279281085592,115176000033
261.8920203602187,115491000017
328.719766125512,315001003444
254.25967738233314,115542000025
261.2993208451811,115837000256
239.25354834619662,115696000010
251.44019631609257,115810000220
238.4423875361076,115822000152
259.0491795138057,115469000038
299.91131564489694,115238000132
255.25504379393436,115109000363
287.83143050860866,215759000907
254.6511859424656,115861000011
227.29149114226902,315681000331
276.82223075543715,315176000059
260.8968231713957,115804000021
252.73320215061761,115248000017
242.1841418042034,315293000141
265.42704293917745,115226000056
275.20990947430056,115238000698
321.27561288175326,315759000111
237.09605435000532,115183000022
341.8211555502797,315238000166
260.05407373918854,315759000090
249.1723359052584,115238000931
239.03508390662222,115466000151
260.2210070286664,415837000225
275.20990947430056,115238000698
274.15261091906433,315753000021
258.739249582409,115835000011
281.89613222065,115693000035
258.41373932171854,315001001893
263.2545951246801,115835000283
279.13376887537544,215176000101
223.60058639871804,215632000673
249.87927219785306,115176000084
299.91131564489694,115238000132
287.83143050860866,215759000907
254.03383969484702,115131000172
224.03621176413608,115572000062
238.4423875361076,115822000152
261.3638808984606,115466000011
276.86135766288,115001002602
214.725615053819,215572000121
311.06992223339176,115001000057
238.6279281085592,115176000033
239.92338435252958,315442000264
275.20990947430056,115238000698
276.80342965186117,115759000278
245.5165569015372,115464000242
249.1723359052584,115238000931
287.36406142752537,115759001895
235.7170180171285,115507000012
263.0022491073513,215272000197
255.67578516187504,115646000019
289.12892348866,115759001887
277.2812440008679,115759001615
275.20990947430056,115238000698
246.68379501588993,115476000124
287.635906446946,115407000023
248.72571009478574,115720000212
268.3292718648608,115759000473
328.719766125512,315001003444
240.90046974984236,215681000514
347.3161289988377,315238001430
304.6189725050024,315238000026
308.65411996218285,315759001550
272.2371543587082,115516000424
304.6189725050024,315238000026
287.83143050860866,215759000907
250.5956670437069,115322000024
262.9353399114617,115176000041
260.0823312806965,415837000233
244.20948753972485,215820000087
273.43978489321785,115097000265
269.23974454846854,115162000120
262.9353399114617,115176000041
258.739249582409,115835000011
242.1841418042034,315293000141
269.23974454846854,115162000120
247.2943461517944,115759000465
241.7577843044572,215632000592
281.89613222065,115693000035
292.3054857256662,215238000731
226.58832028190767,115832000151
308.65411996218285,315759001550
287.635906446946,115407000023
266.49639224432207,115299000011
247.36985936590074,115531000015
271.66880610429774,115238000728
292.1726864879881,115001002017
244.8351698417423,115572000321
260.7329806108051,115272000010
273.7950435738253,315001000145
264.9954527271162,115104000128
305.57211531451554,315238000158
241.77040156830105,115572000011
271.18540646753246,315806000214
297.1101684118607,315759000235
257.3165484603755,115757000026
249.87927219785306,115176000084
273.43978489321785,115097000265
267.8015816303309,115820000023
253.02285318803726,315106000124
304.20470642925494,115238001813
237.00894483147923,215580000041
292.1726864879881,115001002017
251.60395286571838,115755000371
256.4521162002395,115367000017
268.11781833591346,215806000236
246.68379501588993,115476000124
255.25504379393436,115109000363
260.01403220438306,115500000084
236.94787639235167,115572000348
244.87648007804603,115407000015
238.53957503294254,215778000047
282.2420234213695,315759000014
244.9665739340573,315238001642
247.33273751825195,215476000013
240.8900444198387,315022000196
260.8968231713957,115804000021
295.637783038961,315001000030
249.1723359052584,115238000931
284.6832736886583,115001000430
299.91131564489694,115238000132
295.637783038961,315001000030
304.20470642925494,115238001813
249.87927219785306,115176000084
261.5677566120758,115322000016
251.66191919937918,115518000219
249.87927219785306,115176000084
254.15451965027827,415001002061
244.67854909078935,115522000126
271.18540646753246,315806000214
261.3638808984606,115466000011
272.34831224211285,315176000016
244.67854909078935,115522000126
235.5975695390499,315759002530
289.12892348866,115759001887
224.75115638066646,215632000681
255.67578516187504,115646000019
234.23265502077913,115897000018
292.8608813570513,315176000997
295.637783038961,315001000030
273.7624940886601,115759000279
241.7577843044572,215632000592
309.9563389848987,315693000298
260.01403220438306,115500000084
233.8912022902681,215531000435
276.86135766288,115001002602
263.6695851512058,415516000410
257.3780192795183,115790000031
284.6832736886583,115001000430
262.81807892798986,115244000012
292.1726864879881,115001002017
257.29102948905876,215621000035
247.33273751825195,215476000013
284.6832736886583,115001000430
305.57211531451554,315238000158
260.10784341472737,315380000114
254.6511859424656,115861000011
255.82963989422157,215759000575
299.91131564489694,115238000132
244.8351698417423,115572000321
266.49639224432207,115299000011
272.4353610274575,115516000025
251.44019631609257,115810000220
262.43361873709557,315001000293
304.6189725050024,315238000026
242.1841418042034,315293000141
256.5528151610253,115047000019
244.1365025278537,315480000341
304.20470642925494,115238001813
302.38390202832613,315001001010
251.60395286571838,115755000371
297.1101684118607,315759000235
264.93781453586723,115204000176
266.49639224432207,115299000011
243.04364549820053,215861000156
262.09251759241675,115764000082
256.2723041167904,115224000067
261.06363524982027,115897000221
241.7577843044572,215632000592
227.29149114226902,315681000331
263.74500050731325,215759000664
276.80342965186117,115759000278
262.43361873709557,315001000293
261.5677566120758,115322000016
282.4337505697809,315001002237
238.6279281085592,115176000033
287.635906446946,115407000023
235.17652628644797,115676000013
268.304979716805,115001000065
268.3292718648608,115759000473
263.45343166330474,115667000027
261.5310291712607,115599000013
242.5352916485768,315001003516
279.13376887537544,215176000101
250.1017920086579,415676000157
279.13376887537544,215176000101
252.73320215061761,115248000017
249.87927219785306,115176000084
256.80535880358724,115763000291
254.25967738233314,115542000025
242.1841418042034,315293000141
249.87927219785306,115176000084
273.7624940886601,115759000279
252.96804800255944,315776000133
248.614649505517,115814000011
253.81081807110758,115673000012
264.93781453586723,115204000176
305.57211531451554,315238000158
295.637783038961,315001000030
308.6179463678434,315516000016
308.6179463678434,315516000016
260.10784341472737,315380000114
347.3161289988377,315238001430
261.4839834459377,215238000927
311.06992223339176,115001000057
247.08686068720297,215761000167
261.8920203602187,115491000017
233.62364442926219,115022000260
251.6611138777394,115296000011
295.637783038961,315001000030
303.822903201948,315759000073
238.4423875361076,115822000152
254.2869771938431,315176000971
246.80760279814606,315638000050
262.43361873709557,315001000293
271.66880610429774,115238000728
295.637783038961,315001000030
266.1763493878745,115051000155
304.6189725050024,315238000026
247.47574057500657,115218000209
251.66191919937918,115518000219
231.51020557135257,315176001110
268.304979716805,115001000065
257.7559863110639,215516000542
284.6832736886583,115001000430
246.80760279814606,315638000050
254.6511859424656,115861000011
261.37622576350645,315215000029
282.2420234213695,315759000014
264.11575882254624,115798000014
273.7624940886601,115759000279
284.6832736886583,115001000430
251.44019631609257,115810000220
282.4337505697809,315001002237
304.6189725050024,315238000026
321.27561288175326,315759000111
280.09112091204446,315572000037
304.6189725050024,315238000026
242.5352916485768,315001003516
277.2812440008679,115759001615
267.8015816303309,115820000023
302.38390202832613,315001001010
244.67854909078935,115522000126
262.9353399114617,115176000041
246.60208197749262,115686000011
220.1710376244622,315176001097
239.25354834619662,115696000010
275.20990947430056,115238000698
262.09251759241675,115764000082
311.06992223339176,115001000057
299.91131564489694,115238000132
266.2205413340051,115001000367
220.1710376244622,315176001097
332.6137368129286,415491000291
273.0663460098229,115759000406
263.2545951246801,115835000283
277.2812440008679,115759001615
311.06992223339176,115001000057
289.12892348866,115759001887
255.67578516187504,115646000019
341.8211555502797,315238000166
255.67578516187504,115646000019
274.15261091906433,315753000021
233.8912022902681,215531000435
261.5677566120758,115322000016
239.03508390662222,115466000151
253.85078039086716,315172000020
244.87648007804603,115407000015
263.2545951246801,115835000283
308.6179463678434,315516000016
275.20990947430056,115238000698
238.4423875361076,115822000152
241.03338118502546,315183000510
271.4922974765438,315176000857
256.4507145618468,215238001141
247.33273751825195,215476000013
271.18540646753246,315806000214
348.12253001059327,315516000628
250.5956670437069,115322000024
287.83143050860866,215759000907
266.49639224432207,115299000011
264.96898061080515,115759000490
261.4839834459377,215238000927
245.19867651881444,215469000075
272.2371543587082,115516000424
257.5684863110639,215491000348
256.5528151610253,115047000019
273.45677411546626,315238001057
266.4574479083946,115087000011
256.62075254502145,215667000048
247.47574057500657,115218000209
260.8968231713957,115804000021
250.65421432540842,115189000148
247.36985936590074,115531000015
252.6300148066129,115494000131
266.49639224432207,115299000011
275.20990947430056,115238000698
282.2420234213695,315759000014
273.7624940886601,115759000279
264.31158983107605,315759000227
272.4353610274575,115516000025
214.725615053819,215572000121
256.80535880358724,115763000291
263.6695851512058,415516000410
242.5352916485768,315001003516
264.93781453586723,115204000176
252.96804800255944,315776000133
238.4423875361076,115822000152
276.80342965186117,115759000278
242.05177015489377,215407000087
257.29102948905876,215621000035
254.25967738233314,115542000025
247.11196233576837,115332000294
272.34831224211285,315176000016
287.83143050860866,215759000907
220.7642944759591,215572000334
251.44019631609257,115810000220
233.62364442926219,115022000260
224.75115638066646,215632000681
287.83143050860866,215759000907
304.20470642925494,115238001813
252.10153220438306,115693000043
255.98690412463648,215759001768
341.8211555502797,315238000166
256.4507145618468,215238001141
244.56311499226024,315185000169
258.739249582409,115835000011
254.70498061080517,315762000076
308.6179463678434,315516000016
262.9353399114617,115176000041
244.31627156188557,315778000181
238.26064503858984,215047000170
286.8810384475767,315469000533
297.1101684118607,315759000235
276.86135766288,115001002602
268.3292718648608,115759000473
280.09112091204446,315572000037
238.4423875361076,115822000152
260.7329806108051,115272000010
247.36985936590074,115531000015
250.11609373060813,315238001740
287.635906446946,115407000023
237.98798049795403,115097000028
261.8920203602187,115491000017
247.0135834476133,115740000014
289.12892348866,115759001887
250.5803379075448,315238001758
235.7170180171285,115507000012
273.7624940886601,115759000279
296.10751481956027,315516000610
266.49639224432207,115299000011
262.9353399114617,115176000041
244.1365025278537,315480000341
249.87927219785306,115176000084
308.6179463678434,315516000016
244.1365025278537,315480000341
368.73029161884006,315001001842
249.80553401200572,315600000226
268.11781833591346,215806000236
287.83143050860866,215759000907
262.9353399114617,115176000041
261.8920203602187,115491000017
328.719766125512,315001003444
257.3780192795183,115790000031
282.4337505697809,315001002237
238.74421031348996,315001003476
248.614649505517,115814000011
275.20990947430056,115238000698
295.637783038961,315001000030
241.4706931138435,215494000063
263.45343166330474,115667000027
266.2205413340051,115001000367
321.27561288175326,315759000111
328.719766125512,315001003444
258.41373932171854,315001001893
263.2545951246801,115835000283
269.23974454846854,115162000120
276.0471683633477,215837000358
272.4353610274575,115516000025
311.06992223339176,115001000057
273.0663460098229,115759000406
247.2943461517944,115759000465
247.33273751825195,215476000013
284.6832736886583,115001000430
247.0135834476133,115740000014
237.98798049795403,115097000028
264.752785826151,315511000018
299.91131564489694,115238000132
249.4574099735554,115425000014
262.09251759241675,115764000082
224.75115638066646,215632000681
276.80342965186117,115759000278
264.9954527271162,115104000128
261.5310291712607,115599000013
264.1853169695476,115808000026
244.07589002000955,215104000092
246.60208197749262,115686000011
264.23423924593516,115753000013
251.89382997103687,315816000191
273.0663460098229,115759000406
304.6189725050024,315238000026
275.20990947430056,115238000698
311.34630367397176,315646000522
275.20990947430056,115238000698
289.12892348866,115759001887
253.81081807110758,115673000012
257.5684863110639,215491000348
277.2812440008679,115759001615
264.31158983107605,315759000227
275.20990947430056,115238000698
266.2205413340051,115001000367
254.6511859424656,115861000011
258.41373932171854,315001001893
242.5352916485768,315001003516
299.91131564489694,115238000132
244.9665739340573,315238001642
247.0135834476133,115740000014
289.12892348866,115759001887
220.7642944759591,215572000334
245.5165569015372,115464000242
271.48228869205747,115455000027
335.4986073918103,315001001923
295.637783038961,315001000030
284.6832736886583,115001000430
261.5677566120758,115322000016
228.26981087138375,315176001072
272.34831224211285,315176000016
305.57211531451554,315238000158
238.26064503858984,215047000170
272.34831224211285,315176000016
234.32653290721882,315238001699
266.2205413340051,115001000367
287.83143050860866,215759000907
289.12892348866,115759001887
276.86135766288,115001002602
261.4839834459377,215238000927
295.637783038961,315001000030
289.12892348866,115759001887
234.23265502077913,115897000018
260.2210070286664,415837000225
264.23423924593516,115753000013
251.66191919937918,115518000219
251.60395286571838,115755000371
279.13376887537544,215176000101
238.6279281085592,115176000033
335.4986073918103,315001001923
233.8912022902681,215531000435
261.5310291712607,115599000013
238.74421031348996,315001003476
305.5176011835614,315238000794
289.12892348866,115759001887
241.4706931138435,215494000063
348.12253001059327,315516000628
264.23423924593516,115753000013
245.5165569015372,115464000242
255.67578516187504,115646000019
246.68379501588993,115476000124
238.6279281085592,115176000033
303.822903201948,315759000073
272.4353610274575,115516000025
260.01403220438306,115500000084
289.12892348866,115759001887
295.637783038961,315001000030
287.83143050860866,215759000907
266.4574479083946,115087000011
304.20470642925494,115238001813
284.94815452884046,315176000644
256.4521162002395,115367000017
244.8351698417423,115572000321
276.80342965186117,115759000278
292.3054857256662,215238000731
304.20470642925494,115238001813
224.75115638066646,215632000681
275.20990947430056,115238000698
280.09112091204446,315572000037
284.6832736886583,115001000430
237.09605435000532,115183000022
237.98798049795403,115097000028
256.5528151610253,115047000019
267.8015816303309,115820000023
246.68379501588993,115476000124
270.4374653764378,115097000036
251.89382997103687,315816000191
328.719766125512,315001003444
347.3161289988377,315238001430
258.41373932171854,315001001893
267.5087701277394,115001002807
269.16469110621154,315660000012
254.15451965027827,415001002061
266.2205413340051,115001000367
292.1726864879881,115001002017
268.11781833591346,215806000236
299.91131564489694,115238000132
262.09251759241675,115764000082
249.1723359052584,115238000931
308.6179463678434,315516000016
287.36406142752537,115759001895
250.03009179817988,115842000272
271.18540646753246,315806000214
311.06992223339176,115001000057
262.9353399114617,115176000041
295.637783038961,315001000030
266.1763493878745,115051000155
308.6179463678434,315516000016
299.91131564489694,115238000132
282.4337505697809,315001002237
238.53957503294254,215778000047
266.49639224432207,115299000011
268.3292718648608,115759000473
271.48228869205747,115455000027
287.635906446946,115407000023
246.68379501588993,115476000124
271.18540646753246,315806000214
321.27561288175326,315759000111
255.67578516187504,115646000019
245.63794501000478,215814000253
249.4574099735554,115425000014
261.8920203602187,115491000017
272.2371543587082,115516000424
249.1723359052584,115238000931
271.66880610429774,115238000728
247.3764476229071,215244000131
254.25967738233314,115542000025
246.60208197749262,115686000011
252.73320215061761,115248000017
244.45930814880293,115212000266
292.3054857256662,215238000731
248.614649505517,115814000011
272.34831224211285,315176000016
244.1365025278537,315480000341
259.44490305402576,215189000126
274.15261091906433,315753000021
292.1726864879881,115001002017
254.6511859424656,115861000011
263.45343166330474,115667000027
261.5310291712607,115599000013
254.15451965027827,415001002061
254.25967738233314,115542000025
281.89613222065,115693000035
311.06992223339176,115001000057
260.29614296414445,215759000524
303.822903201948,315759000073
244.9665739340573,315238001642
271.18540646753246,315806000214
304.6189725050024,315238000026
262.9353399114617,115176000041
263.6695851512058,415516000410
272.34831224211285,315176000016
259.0491795138057,115469000038
252.73320215061761,115248000017
276.80342965186117,115759000278
233.42586350752782,115368000151
297.1101684118607,315759000235
268.11781833591346,215806000236
281.89613222065,115693000035
234.32653290721882,315238001699
237.72326870268387,115759002131
273.45677411546626,315238001057
244.67854909078935,115522000126
273.7624940886601,115759000279
299.91131564489694,115238000132
261.5310291712607,115599000013
368.73029161884006,315001001842
287.9033117897835,315759002653
256.4507145618468,215238001141
292.3054857256662,215238000731
292.3054857256662,215238000731
264.31158983107605,315759000227
248.1707440861514,415131000141
265.42704293917745,115226000056
256.4521162002395,115367000017
304.20470642925494,115238001813
245.5165569015372,115464000242
272.34831224211285,315176000016
262.9353399114617,115176000041
231.51020557135257,315176001110
259.0491795138057,115469000038
239.92338435252958,315442000264
276.80342965186117,115759000278
250.43105211542658,115757000395
259.0491795138057,115469000038
292.3054857256662,215238000731
311.06992223339176,115001000057
254.25967738233314,115542000025
268.3292718648608,115759000473
253.67079254615967,315690000416
321.27561288175326,315759000111
266.49639224432207,115299000011
244.67854909078935,115522000126
273.3513550734918,115299000038
287.635906446946,115407000023
238.6279281085592,115176000033
292.1726864879881,115001002017
271.48228869205747,115455000027
261.3638808984606,115466000011
252.04824037160554,215814000091
269.23974454846854,115162000120
279.13376887537544,215176000101
272.2371543587082,115516000424
255.67578516187504,115646000019
261.8920203602187,115491000017
276.86135766288,115001002602
284.6832736886583,115001000430
272.4353610274575,115516000025
244.56311499226024,315185000169
332.6137368129286,415491000291
257.7559863110639,215516000542
253.85078039086716,315172000020
275.20990947430056,115238000698
292.3054857256662,215238000731
264.96898061080515,115759000490
246.60208197749262,115686000011
260.7329806108051,115272000010
267.5087701277394,115001002807
244.87648007804603,115407000015
249.87927219785306,115176000084
250.75865350175033,215761000051
271.66880610429774,115238000728
268.304979716805,115001000065
264.96898061080515,115759000490
275.20990947430056,115238000698
279.13376887537544,215176000101
256.4507145618468,215238001141
247.0135834476133,115740000014
276.80342965186117,115759000278
275.20990947430056,115238000698
230.2644225029172,215542000224
251.6611138777394,115296000011
269.23974454846854,115162000120
248.72571009478574,115720000212
238.74421031348996,315001003476
237.00894483147923,215580000041
284.6832736886583,115001000430
292.1726864879881,115001002017
274.15261091906433,315753000021
289.12892348866,115759001887
237.285927401461,115001001142
304.6189725050024,315238000026
264.1853169695476,115808000026
295.637783038961,315001000030
247.2943461517944,115759000465
261.06363524982027,115897000221
289.12892348866,115759001887
249.80553401200572,315600000226
228.26981087138375,315176001072
267.5087701277394,115001002807
245.64561002348947,315238000476
266.2205413340051,115001000367
249.58789760483648,115377000015
245.19867651881444,215469000075
264.23423924593516,115753000013
273.7624940886601,115759000279
311.06992223339176,115001000057
256.38018813625536,115514000249
341.8211555502797,315238000166
255.98690412463648,215759001768
266.4574479083946,115087000011
302.38390202832613,315001001010
275.20990947430056,115238000698
242.4513739280904,315223000119
247.0135834476133,115740000014
242.5352916485768,315001003516
308.65411996218285,315759001550
235.67626476527673,115533000179
256.4521162002395,115367000017
244.45930814880293,115212000266
261.2993208451811,115837000256
311.06992223339176,115001000057
268.304979716805,115001000065
275.20990947430056,115238000698
246.80760279814606,315638000050
238.4423875361076,115822000152
304.6189725050024,315238000026
245.64561002348947,315238000476
254.15451965027827,415001002061
264.93781453586723,115204000176
251.44019631609257,115810000220
308.6179463678434,315516000016
248.614649505517,115814000011
271.48228869205747,115455000027
264.31158983107605,315759000227
276.86135766288,115001002602
292.1726864879881,115001002017
263.0022491073513,215272000197
259.0491795138057,115469000038
250.75865350175033,215761000051
268.304979716805,115001000065
272.34831224211285,315176000016
253.81081807110758,115673000012
260.10784341472737,315380000114
295.637783038961,315001000030
259.4778581816414,215325000321
233.8912022902681,215531000435
275.20990947430056,115238000698
253.67079254615967,315690000416
256.80535880358724,115763000291
245.19867651881444,215469000075
260.8968231713957,115804000021
272.34831224211285,315176000016
234.26657147212958,215232000135
259.0491795138057,115469000038
247.36985936590074,115531000015
304.20470642925494,115238001813
256.4521162002395,115367000017
260.01403220438306,115500000084
239.25354834619662,115696000010
272.4353610274575,115516000025
262.43361873709557,315001000293
289.12892348866,115759001887
292.1726864879881,115001002017
238.4423875361076,115822000152
250.65421432540842,115189000148
231.51020557135257,315176001110
305.57211531451554,315238000158
287.83143050860866,215759000907
311.06992223339176,115001000057
275.20990947430056,115238000698
254.6511859424656,115861000011
265.2166020360172,315135000338
236.1426082987809,215572000181
246.80760279814606,315638000050
223.60058639871804,215632000673
271.66880610429774,115238000728
273.43978489321785,115097000265
235.5975695390499,315759002530
238.6279281085592,115176000033
263.45343166330474,115667000027
348.12253001059327,315516000628
273.3513550734918,115299000038
264.31158983107605,315759000227
280.09112091204446,315572000037
271.66880610429774,115238000728
247.36985936590074,115531000015
271.66880610429774,115238000728
242.5352916485768,315001003516
242.4513739280904,315223000119
241.4706931138435,215494000063
320.948242276063,315001000188
261.5310291712607,115599000013
304.6189725050024,315238000026
252.10153220438306,115693000043
272.2371543587082,115516000424
238.4423875361076,115822000152
244.8351698417423,115572000321
271.66880610429774,115238000728
263.2545951246801,115835000283
255.7416010753088,115537000025
292.3054857256662,215238000731
279.13376887537544,215176000101
261.06363524982027,115897000221
245.656989137196,115550000191
247.11196233576837,115332000294
287.83143050860866,215759000907
308.6179463678434,315516000016
266.1763493878745,115051000155
308.6179463678434,315516000016
260.8968231713957,115804000021
272.34831224211285,315176000016
250.03009179817988,115842000272
244.09872448142528,215180000174
238.4423875361076,115822000152
256.4507145618468,215238001141
275.20990947430056,115238000698
287.36406142752537,115759001895
248.614649505517,115814000011
275.20990947430056,115238000698
276.80342965186117,115759000278
249.87927219785306,115176000084
261.5310291712607,115599000013
247.0135834476133,115740000014
292.3054857256662,215238000731
244.1365025278537,315480000341
234.23265502077913,115897000018
257.3780192795183,115790000031
251.60395286571838,115755000371
266.2205413340051,115001000367
238.6279281085592,115176000033
273.7950435738253,315001000145
264.1853169695476,115808000026
244.09131508141851,215842000013
250.5956670437069,115322000024
279.13376887537544,215176000101
311.06992223339176,115001000057
249.87927219785306,115176000084
256.38018813625536,115514000249
280.09112091204446,315572000037
287.635906446946,115407000023
255.67578516187504,115646000019
